,trip_id,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,pickup_centroid_latitude,pickup_centroid_longitude,pickup_centroid_location,dropoff_centroid_latitude,dropoff_centroid_longitude,dropoff_centroid_location,:@computed_region_vrxf_vc4k,company
11,21ea5641ca2e4a18b4164dfb4ca2f47ee71c2347,a2158ef23de2c4439fff72b088ffb88499235544a0c8eafd2a4547dcd4581d17bc54d2ccb4e79b08698cefdaa0633df4b7e3c6ea77b868577432c504a4da4223,2014-12-17T07:45:00.000,2014-12-17T08:00:00.000,600,2.5,,,44,48,8.45,0.00,0.00,0.00,8.45,Cash,41.740205756,-87.615969523,"{'type': 'Point', 'coordinates': [-87.6159695226, 41.7402057565]}",41.729676423,-87.572717134,"{'type': 'Point', 'coordinates': [-87.5727171342, 41.7296764229]}",40,
12,87771684e44fc92a8716687be1488807925bea17,b6e03d51ab5039ef7a742b36f98b05596e323c017a81af3ff52ad975376f9f815a203035c9cdb74e073b126e0ba10466bb8d1db57af2af1815bfe2af74999d7a,2016-05-26T19:00:00.000,2016-05-26T19:45:00.000,2537,24,,,76,,0.01,0.00,,0.00,0.01,Credit Card,41.980264315,-87.913624596,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}",,,,75,303 Taxi
13,3d7137997b762ab2c10f0d31fd03686829a5f386,f737a9a31b07650672910268d7cceb9c06a379c0e75070c0dc0366db8132b06ba2800c5e63c5e56f821a591fc78a92c1c60fb5f48e01aa02e62ff10d18ececd0,2014-10-15T18:30:00.000,2014-10-15T18:45:00.000,300,1,17031839100,17031081403,32,8,5.65,0.00,0.00,0.00,5.65,Cash,41.880994471,-87.632746489,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",41.890922026,-87.618868355,"{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}",38,
14,8e9734b493674f22e783ef28520c23b81ee5ed89,99ec13d5d806f5f5fa7a57910f8e38d84f90630529f2f8766d65b47caae8cb7cacf3d4bb9ca6576dfa49bc45b9f0f615e79577ace618514c9c59dc52ffbf40b6,2014-12-20T18:15:00.000,2014-12-20T18:30:00.000,420,1.2,17031833100,17031839100,28,32,6.25,2.00,0.00,1.00,9.25,Credit Card,41.879066994,-87.657005027,"{'type': 'Point', 'coordinates': [-87.657005027, 41.8790669938]}",41.880994471,-87.632746489,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",29,
15,a48f575fd942cfb815f154afe08d15f77ac77d5e,0cbf5c0f6aca3628d77c7b6fe89715757ed402a70b0f8b546f175f2f0f8b051cbf2586f93f658f5b91675cbcec559ff886c7b477bf25fbc1f32c4e252f3f3435,2014-06-28T20:00:00.000,2014-06-28T20:30:00.000,1140,3.6,17031081800,17031842200,8,8,11.85,0.00,0.00,0.00,11.85,Cash,41.89321636,-87.63784421,"{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}",41.904935302,-87.649907226,"{'type': 'Point', 'coordinates': [-87.6499072264, 41.9049353016]}",37,
16,1dba264dc16b6b5131c8d446bd0d78210b72d432,0daf144a0b4f020f8accbe2464c459e2a17b0d2e085d0b6325f903b288e2a594d8fe58decd42c69200c0b36fa45bc647ce412f957929a54cdb1a2c6be43a99e0,2014-12-18T12:45:00.000,2014-12-18T13:00:00.000,480,0.9,17031081700,17031280100,8,28,6.25,0.00,0.00,1.50,7.75,Cash,41.892042136,-87.63186395,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",41.885300022,-87.642808466,"{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}",37,
17,a81138628b7edefe48293e797890db6a3774a308,6b5575f903ecc8c92fc678fc88a9424dc2d93c8178e1706294561336a1ea0e77545ba3bfa79a84fec76cbf90ce62f3a35d8e0c0f70ae24ff33946b70e9fa10ad,2014-11-16T04:45:00.000,2014-11-16T05:15:00.000,1380,10,,,8,19,22.65,0.00,0.00,1.00,23.65,Cash,41.899602111,-87.633308037,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",41.927260956,-87.765501609,"{'type': 'Point', 'coordinates': [-87.7655016086, 41.9272609555]}",37,
18,23a825f24e06cc39a97398ebea671355dea7817c,5445efb47d0f94d15a8b2171fb9ba042e80b51ba6fb25fe202a42e92eee26d681e2585fdf59ed8d0ca45bb29fc0d15a793325fd6fc31d683aa98dce52db4e38a,2014-05-06T12:30:00.000,2014-05-06T12:45:00.000,360,3.1,,,3,6,9.05,2.00,0.00,1.00,12.05,Credit Card,41.96581197,-87.655878786,"{'type': 'Point', 'coordinates': [-87.6558787862, 41.96581197]}",41.944226601,-87.655998182,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",31,
19,717913aa3b4c95dfa7797cac57e9f5964cc7170a,7ae35df0e9996a29e76fcb12863c5a1eee8d6512695aff517344da28f1baaac08d71a805c75ded64918bb9689430e65f11f33edf8201a29c24aa363b3f845707,2014-10-15T18:00:00.000,2014-10-15T18:00:00.000,420,0.7,17031280100,17031081700,28,8,5.65,0.00,0.00,0.00,5.65,Cash,41.885300022,-87.642808466,"{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}",41.892042136,-87.63186395,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",29,
20,fa2ffb3dc74c7b407d84f41280e26d392337e1ce,362450283e701d42253081f8ef4ebb93739781c70689958f9d11aced3acd7587aa500d3fb5e93217934cb1fb88cb0c1d5ac08f9f395fc0223191f5bfd6afffab,2014-04-15T00:30:00.000,2014-04-15T00:45:00.000,600,3.2,,,1,4,9.65,0.00,0.00,1.00,10.65,Credit Card,42.009622881,-87.670166857,"{'type': 'Point', 'coordinates': [-87.67016685690001, 42.0096228806]}",41.975170943,-87.687515515,"{'type': 'Point', 'coordinates': [-87.68751551520002, 41.9751709433]}",10,
21,de45fa060155ffe946d1a53198357e92cc89e5fc,38d9d0618cde52a194ab0d7c6617fcd4554809f368f1b5613bd3711c9a788aaf51bb44f70ce5beff146b1a0f3b04bfc3d56ed2e015f2abd257dce57f5ca63d75,2014-12-03T06:00:00.000,2014-12-03T06:30:00.000,960,3.9,,,2,5,12.05,0.00,0.00,0.00,12.05,Cash,42.001571027,-87.695012589,"{'type': 'Point', 'coordinates': [-87.6950125892, 42.001571027]}",41.947791586,-87.683834942,"{'type': 'Point', 'coordinates': [-87.6838349425, 41.9477915865]}",20,
22,a600095c5b3b5cee1603966c5332a96d98073ae0,cde507725f3ce0ccc608b697ae4ff40938f3f615a497bafa4be75f60b704ae5aa263b7efc369ea4f28a4d8e951dcdffb84a7fdc1c14942f2d04124fd31ced1d2,2014-10-23T22:00:00.000,2014-10-23T22:15:00.000,780,2.3,17031081600,17031071500,8,7,9.25,2.00,0.00,1.00,12.25,Credit Card,41.892072635,-87.628874157,"{'type': 'Point', 'coordinates': [-87.6288741572, 41.8920726347]}",41.914616286,-87.631717366,"{'type': 'Point', 'coordinates': [-87.6317173661, 41.9146162864]}",37,
23,0a34e7d08555e25f0c52635bf553c16c56ff6fef,29f4337da744df533094f35b8661ea3d9bf7a3b187530418c76522a9bea3712d13a96a04c83d77ee0ad8944c9d0e3228f00cfb3e77011077cbb68021ee5481c9,2014-11-12T16:45:00.000,2014-11-12T16:45:00.000,300,0.6,17031839100,17031081700,32,8,5.05,0.00,0.00,1.50,6.55,Cash,41.880994471,-87.632746489,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",41.892042136,-87.63186395,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",38,
24,042c36958fe3a861a01b631bc28b39df99fcdaf9,bebdd992c4a9275f26e83e00649616f188674dc151a82f3de5b7e3400179683a3032ae5fa452f9105fd524f0f6d1296efc48081ec13ec25550d810d60865bfee,2014-12-31T21:00:00.000,2014-12-31T21:15:00.000,900,4.4,,,22,6,12.25,0.00,0.00,0.00,12.25,Cash,41.92276062,-87.699155343,"{'type': 'Point', 'coordinates': [-87.69915534320002, 41.9227606205]}",41.944226601,-87.655998182,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",23,
25,45c6ab60beced312f6a0b312aee195bf1d846394,3f93994ef3cdb724aff369e43ae240831448bde4e0193b657e533e2dac69a98620e6de72fbb5c6d371b92c9549db06c9b2aedf819d428e8a3af4e774fdcc258b,2014-12-22T22:45:00.000,2014-12-22T22:45:00.000,240,0.11,,,77,4,5.45,0.00,0.00,0.00,5.45,Cash,41.9867118,-87.663416405,"{'type': 'Point', 'coordinates': [-87.6634164054, 41.9867117999]}",41.975170943,-87.687515515,"{'type': 'Point', 'coordinates': [-87.68751551520002, 41.9751709433]}",76,
26,755e630034e4fe97938ed1cc23a394d83fa47de0,8e47be9c3ed64f89ad1ac024b9afd2d4671c477a738843b71d0b2bbf8bc824868d361367ccfbe26a8519554a23445caeeef5dfd0c89517820e78dd185bb96692,2014-12-01T17:30:00.000,2014-12-01T17:30:00.000,300,1,17031320100,17031081600,32,8,5.65,0.00,0.00,0.00,5.65,Cash,41.884987192,-87.620992913,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",41.892072635,-87.628874157,"{'type': 'Point', 'coordinates': [-87.6288741572, 41.8920726347]}",38,
27,3c501aff9dd0f21c98b0aaf59e54b78020da3eeb,b5e2695a2f44b9bce7a0a86148ac418802f0067be1f6d40c296faa691e9ceb29e1c7515d6c60ee3b37236ea93a6ae4100561e981d5078117a2b1d1691f92f968,2014-06-28T01:30:00.000,2014-06-28T01:30:00.000,480,2.4,17031241400,17031081100,24,8,8.25,2.00,0.00,1.50,11.75,Credit Card,41.906025969,-87.675311622,"{'type': 'Point', 'coordinates': [-87.6753116216, 41.906025969]}",41.900221297,-87.629105186,"{'type': 'Point', 'coordinates': [-87.6291051864, 41.9002212967]}",25,
28,250cbbd1924665ffb23dfeabc95cb15dd8260f47,d66751b81d6e5ef4077f8b017311a75c5f8255782a478fb08849a36e7544ce7525645a68583e84d8c84a7b86d9f90beceff28d507119c92208e4c007afb6591b,2014-04-16T21:00:00.000,2014-04-16T21:15:00.000,720,8.8,,,32,77,19.05,3.81,0.00,0.00,22.86,Credit Card,41.878865584,-87.625192142,"{'type': 'Point', 'coordinates': [-87.6251921424, 41.8788655841]}",41.9867118,-87.663416405,"{'type': 'Point', 'coordinates': [-87.6634164054, 41.9867117999]}",38,
29,23ecb7259a2ccaa510471bea9c9b35b46a165250,d899402f96aeec3adabbee95f3a99aba9ade0e0b5c1d9375fade5d3f588cf54b8ecaaba08da5979724cc81ff64f102696373883acd65b6c2fdf20fe50a09b542,2014-04-03T15:15:00.000,2014-04-03T15:15:00.000,480,2.8,17031241600,17031839100,24,32,8.65,0.00,0.00,0.00,8.65,Cash,41.906650766,-87.66533766,"{'type': 'Point', 'coordinates': [-87.6653376596, 41.9066507664]}",41.880994471,-87.632746489,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",25,
30,27347181607cf6b19025127b0a0ae6b8807feb1d,a10539d2dd36e2367b15e1724fab054677f286a13b262d09fad85388bfc94dc70bbdb6442f0b88bf88180a26df1f54874490781f7f8e1dcd9586eedddf5cd36f,2014-05-05T19:30:00.000,2014-05-05T19:45:00.000,480,1.6,17031320100,17031081100,32,8,7.45,0.00,0.00,0.00,7.45,Cash,41.884987192,-87.620992913,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",41.900221297,-87.629105186,"{'type': 'Point', 'coordinates': [-87.6291051864, 41.9002212967]}",38,
31,beffad744f520d5c433d71f6d8acbab0fddec77e,b718e1fbb5056436ea00266ea557f68f08615c37466bb7693cf83d9e8cf888a23019065d813d437da2eaca52694eb60a05da7da888a4666df3777f31c0274341,2014-04-02T21:15:00.000,2014-04-02T21:15:00.000,360,0.9,17031080300,17031080100,8,8,5.65,0.00,0.00,1.00,6.65,Cash,41.90749193,-87.63576009,"{'type': 'Point', 'coordinates': [-87.6357600901, 41.9074919303]}",41.907520075,-87.6266589,"{'type': 'Point', 'coordinates': [-87.6266589003, 41.90752007470001]}",37,
32,a8bfa0129aad7264a9e3a847aeea048b038d4fc4,51d13e9ec1a04be36d87a3746e0e4f8c68ca5ed59e6f7af9b137af2d622f0d6bb6a4d3534788bd879e6841ba52d9b8efd7d1771a6a416cd441d1640987b63ec3,2014-12-11T23:45:00.000,2014-12-12T00:00:00.000,720,10.5,,,8,11,22.45,4.69,0.00,1.00,28.14,Credit Card,41.899602111,-87.633308037,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",41.978829526,-87.771166703,"{'type': 'Point', 'coordinates': [-87.771166703, 41.9788295262]}",37,
33,4ad2a9ef0ebeaec8e7696b8004a6252929ad8c7f,5ec0a580b6771c1a4d5bdd991d5f53402f416c8757e0667c461ec32a35b3c86728badf9ff59ee4140140781ebaa359ccd7bf81a86380561692807250fb45539c,2014-11-16T17:30:00.000,2014-11-16T17:45:00.000,720,2.6,17031080300,17031062000,8,6,9.25,2.00,0.00,1.00,12.25,Credit Card,41.90749193,-87.63576009,"{'type': 'Point', 'coordinates': [-87.6357600901, 41.9074919303]}",41.942577185,-87.647078509,"{'type': 'Point', 'coordinates': [-87.6470785093, 41.942577185]}",37,
34,f42e6081647c88f03ab9e94424426b83eb878209,b96df94a20a5f752deffaa88b4ca9702ec7df0fd8ba7ab1f0e84039b0e7906b0529bed773cf2d4ee447c4bd2bfce3a27943b372a0487ee66ecb2c55d3ed524b0,2014-04-03T11:30:00.000,2014-04-03T11:45:00.000,540,3.6,17031980000,17031770700,76,,9.65,5.00,0.00,2.00,16.65,Credit Card,41.97907082,-87.903039661,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",41.982775009,-87.8773054,"{'type': 'Point', 'coordinates': [-87.8773053996, 41.9827750091]}",75,
35,3498175f728d4dde313dacb639e691669416aa51,72a0485a7fbce23295d139b63364cfb919af349d64604a65e0e9e0200684d791cdb3b87cec0a39f61d55c5a3fa23fff83645660f39062a76146af029bdad04dd,2016-05-25T13:45:00.000,2016-05-25T14:00:00.000,950,4.4,,,2,,0.01,0.00,,0.00,0.01,Cash,42.001571027,-87.695012589,"{'type': 'Point', 'coordinates': [-87.6950125892, 42.001571027]}",,,,20,303 Taxi
36,e25156e27ed08bea3557235dba38bf3179896505,e03f47016cade3f9151922f44ad1f944909d67ef842af9a7674b6b822d4570d3d6dafbe036b0809fdf6c0e96d2cf48eb751e46884b5717d579ff1c1a97b47ba4,2014-04-16T23:00:00.000,2014-04-16T23:15:00.000,840,3,17031081403,17031833100,8,28,10.25,0.00,0.00,1.50,11.75,Cash,41.890922026,-87.618868355,"{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}",41.879066994,-87.657005027,"{'type': 'Point', 'coordinates': [-87.657005027, 41.8790669938]}",37,
37,db273821cec0c844ce2d11561f1e5612ade221ce,665b4fdfeda8dc22b30ef9779ad860ba42e3f9a6834f33489a5c2fa7e367fd08fdf11bf44e9b4e93543e01eb0c43eb9cb877fdb8b8eba62e989023395ce4a38e,2016-06-29T20:30:00.000,2016-06-29T20:45:00.000,1439,13.8,,,76,,0.01,0.00,,0.00,0.01,Cash,41.980264315,-87.913624596,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}",,,,75,303 Taxi
38,f4a7fdd6863482dfb6500fe9772a9f92cbc80f57,d18f43b4f4137a4b6c41359e51682cb421fee4777f7d42f22d26e28bc82d3663637c9d8e2efd440221cc5413dd0491461d4ab65a1a3c29b0193ef5ae451081a0,2016-05-20T13:00:00.000,2016-05-20T13:30:00.000,1177,17.2,17031980000,,76,,0.01,7.00,,0.00,7.01,Credit Card,41.97907082,-87.903039661,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",,,,75,303 Taxi
39,427d072180bf40a9e7b67cabcedeca355b4c4d95,a62a0acd486be18bea787321d0084520c39fabb60a3cf849181d9adf966395817453937644260b789923e180c4bd8f25217fd8e9cee2ac6b7b9257bcbc1ce0f6,2014-12-23T07:15:00.000,2014-12-23T07:30:00.000,1320,17.1,17031081600,17031980000,8,76,34.65,9.41,0.00,3.00,47.06,Credit Card,41.892072635,-87.628874157,"{'type': 'Point', 'coordinates': [-87.6288741572, 41.8920726347]}",41.97907082,-87.903039661,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",37,
40,7520d15c6f49d97b08a4adfcfd132c1472ac86d0,318f59a208022269c59ac686c84e7dec094381cfb84b0da776bcbc98b0152c3163512f824ba6fa63256bfa0623abf48a1041d90abeba5a174d7d134d52edb8e1,2014-12-30T19:30:00.000,2014-12-30T19:45:00.000,660,2.3,17031070500,17031080300,7,8,8.85,2.00,0.00,0.00,10.85,Credit Card,41.928945904,-87.66089257,"{'type': 'Point', 'coordinates': [-87.6608925701, 41.9289459041]}",41.90749193,-87.63576009,"{'type': 'Point', 'coordinates': [-87.6357600901, 41.9074919303]}",68,
41,ffbb5f3e958a6bd114195b5bd7654b62c102119a,1ea1e5a78c42dc6a54d25fee07022a14e5d03cc06a597c8761bab7a2989b14d927fea95e838f81be87a7f5c09054fbc45862cbc09a47b9c9b6aebd93520e2120,2014-06-28T22:00:00.000,2014-06-28T22:15:00.000,600,1.5,17031320100,17031081201,32,8,7.45,0.00,0.00,1.00,8.45,Cash,41.884987192,-87.620992913,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",41.899155613,-87.626210532,"{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}",38,
42,9a188e64edddad2292638365838cbc929c4bb467,9b712d7cf59a9ce8edfac4f8c97efb2a1245f757dbb868913698acb5710441571b3acf737e170a16fcd163904550909ef770a01ff266f470e94f13662e608018,2014-12-31T22:15:00.000,2014-12-31T22:15:00.000,660,1.7,17031081100,17031280100,8,28,7.85,0.00,0.00,1.00,8.85,Cash,41.900221297,-87.629105186,"{'type': 'Point', 'coordinates': [-87.6291051864, 41.9002212967]}",41.885300022,-87.642808466,"{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}",37,
43,68fbfe84000df5b1f14023c9bb6b9dd2154fbe45,f74ad0827c12e374132b1c89377f4432f3dd2eff19a39ed71cc4ca8cd5a5a0de7992018210dc544cd5887e4411c68bb80e8e05353fee749a01819810c76278eb,2014-10-16T16:30:00.000,2014-10-16T16:45:00.000,360,1.1,17031839100,17031081402,32,8,6.05,2.00,0.00,0.00,8.05,Credit Card,41.880994471,-87.632746489,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",41.891971508,-87.612945414,"{'type': 'Point', 'coordinates': [-87.6129454143, 41.8919715078]}",38,
44,e02aa2d4746f857bf62e2c067852df65d29c206a,0cbf5c0f6aca3628d77c7b6fe89715757ed402a70b0f8b546f175f2f0f8b051cbf2586f93f658f5b91675cbcec559ff886c7b477bf25fbc1f32c4e252f3f3435,2014-06-28T23:30:00.000,2014-06-28T23:30:00.000,60,0.5,17031070300,17031070400,7,7,4.05,0.00,0.00,0.00,4.05,Cash,41.929046937,-87.651310877,"{'type': 'Point', 'coordinates': [-87.6513108767, 41.9290469366]}",41.928967266,-87.656156831,"{'type': 'Point', 'coordinates': [-87.6561568309, 41.9289672664]}",68,
45,a309311d59dfd4f1cba3d5bf5b1d718637b732be,6ef77e0e0e6d4b22a9c6f730b294a0b604c92cd43d557b078731d5b56091941d0a617465ef3c36772e2ac5dc07ba97bef4f7409727fefada4e41b5ff4f0dfef5,2014-12-07T01:00:00.000,2014-12-07T01:15:00.000,660,2,17031070600,17031832000,7,6,8.25,2.00,0.00,1.50,11.75,Credit Card,41.928763006,-87.665676837,"{'type': 'Point', 'coordinates': [-87.665676837, 41.9287630064]}",41.946294536,-87.654298084,"{'type': 'Point', 'coordinates': [-87.6542980837, 41.9462945357]}",68,
46,c9ac44a944643da1e7099e38fc1f26f28810b88e,0fd63dbf2686f6fba4a3fcb77e2c5715bddb2a197493e17cf9d2667a71567625295b41d5553d75cf6cacdc81951d95dfcad84e414210f2e166ea07cca4197b3a,2014-04-13T17:15:00.000,2014-04-13T17:30:00.000,600,2.7,17031081700,17031071200,8,7,8.85,0.00,0.00,0.00,8.85,Cash,41.892042136,-87.63186395,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",41.921854911,-87.646210977,"{'type': 'Point', 'coordinates': [-87.6462109769, 41.9218549112]}",37,
47,fb0317d983d2d2e4c3b6c412cfe99e341ddbfe0d,5413f320ef49399b566497fda291444357b3530d5c3ec74d2122b89a9367717a0af737151f4aaa49c861010db04c29af75f7945ae7a69735841121f9f22bedf3,2014-10-11T15:30:00.000,2014-10-11T15:45:00.000,360,0.9,17031081500,17031081800,8,8,5.85,0.00,0.00,1.00,6.85,Cash,41.892507781,-87.626214906,"{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",41.89321636,-87.63784421,"{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}",37,
